ref_area.label,indicator.label,source.label,sex.label,time,obs_value,note_indicator.label,note_source.label
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2010,50.84,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Are below a certain size",Age coverage - minimum age: 10 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2011,50,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Are below a certain size",Age coverage - minimum age: 10 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2011,48.6,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Are below a certain size",Age coverage - minimum age: 10 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2011,52,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Are below a certain size",Age coverage - minimum age: 10 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2012,51.53,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Are below a certain size",Age coverage - minimum age: 10 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2012,50.6,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Are below a certain size",Age coverage - minimum age: 10 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2012,52.85,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Are below a certain size",Age coverage - minimum age: 10 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2013,51.41,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Are below a certain size",Age coverage - minimum age: 10 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2013,50.07,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Are below a certain size",Age coverage - minimum age: 10 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2013,53.28,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have a written contract nor paid vacation | Economic units in the informal sector: Are below a certain size",Age coverage - minimum age: 10 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2014,76.05,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are below a certain size; and are not registered",Age coverage - minimum age: 10 years old | Age coverage - maximum age: 65 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2014,43.38,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are below a certain size; and are not registered",Age coverage - minimum age: 10 years old | Age coverage - maximum age: 65 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2014,53.22,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are below a certain size; and are not registered",Age coverage - minimum age: 10 years old | Age coverage - maximum age: 65 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,2015,49.51,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Age coverage - minimum age: 10 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Male,2015,50.15,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Age coverage - minimum age: 10 years old
Dominican Republic,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Female,2015,48.62,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,2005,65.7,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,2005,64.44,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,2005,67.46,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,2008,63.67,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,2008,60.9,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,2008,67.34,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,2009,60.9,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,2009,58.77,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,2009,63.69,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,2010,56.43,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,2010,55.42,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,2010,57.8,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,2011,52.17,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,2011,49.6,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,2011,55.58,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,2012,50.13,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,2012,48.57,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,2012,52.21,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,2013,49.5,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,2013,48.2,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,2013,51.33,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,Data reference period: December | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Total,2015,31.53,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Data reference period: December
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Male,2015,30.93,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Data reference period: December
Ecuador,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Sex: Female,2015,32.33,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Data reference period: December
Egypt,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),EGY - LFS - Labour force sample survey,Sex: Total,2009,51.23,,
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Total,2007,3.57,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Male,2007,2.71,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Female,2007,4.92,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Total,2008,3.76,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Male,2008,2.72,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Female,2008,5.35,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Total,2009,4.1,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Male,2009,3.04,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Female,2009,5.69,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Total,2010,4.19,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Male,2010,3.23,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Female,2010,5.59,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Total,2011,3.7,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Male,2011,2.97,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Female,2011,4.77,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Total,2012,3.07,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Male,2012,2.58,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Female,2012,3.77,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Total,2013,3.24,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Male,2013,2.59,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Female,2013,4.16,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Total,2014,3.44,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Male,2014,3.18,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Female,2014,3.8,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Total,2016,2.99,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Male,2016,2.84,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Female,2016,3.18,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Total,2017,2.58,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have social security coverage | Economic units in the informal sector: Are not registered",Employment definition: Excluding own-use production workers | Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Male,2017,2.27,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have social security coverage | Economic units in the informal sector: Are not registered",Employment definition: Excluding own-use production workers | Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Female,2017,3.01,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have social security coverage | Economic units in the informal sector: Are not registered",Employment definition: Excluding own-use production workers | Population coverage: Excluding institutional population
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Total,2018,2.13,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have social security coverage | Economic units in the informal sector: Are not registered",Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Male,2018,1.76,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have social security coverage | Economic units in the informal sector: Are not registered",Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Greece,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GRC - LFS - Labour Force Survey,Sex: Female,2018,2.64,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have social security coverage | Economic units in the informal sector: Are not registered",Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Guatemala,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Total,2010,75.05,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Guatemala,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Male,2010,70.43,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Guatemala,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Female,2010,80.33,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Guatemala,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Total,2011,74.6,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Guatemala,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Male,2011,70.27,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Guatemala,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Female,2011,79.85,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Guatemala,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Total,2012,76.82,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
