"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","TUN","Tunisia","2016","2016",15.15784,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","BEL","Belgium","2013","2013",0.97572,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","BEL","Belgium","2014","2014",0.97889,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","BEL","Belgium","2015","2015",0.98288,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","BEL","Belgium","2016","2016",0.98509,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","SGP","Singapore","2013","2013",0.91953,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","SGP","Singapore","2014","2014",0.92824,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","SGP","Singapore","2015","2015",0.9254,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","SGP","Singapore","2016","2016",0.9189,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","SGP","Singapore","2017","2017",0.92225,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","SGP","Singapore","2018","2018",0.91947,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","ITA","Italy","2014","2014",0.89296,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","ITA","Italy","2015","2015",0.89605,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","DOM","Dominican Republic","2013","2013",65.81805,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","DOM","Dominican Republic","2014","2014",67.09798,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","DOM","Dominican Republic","2015","2015",67.83949,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","AUT","Austria","2013","2013",18.60537,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","AUT","Austria","2014","2014",26.44067,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","AUT","Austria","2015","2015",26.93491,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","AUT","Austria","2016","2016",27.44702,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","DOM","Dominican Republic","2013","2013",9.70974,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","DOM","Dominican Republic","2014","2014",9.83271,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","DOM","Dominican Republic","2015","2015",10.11355,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","KWT","Kuwait","2013","2013",55.76362,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","KWT","Kuwait","2015","2015",58.4748,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","KWT","Kuwait","2017","2017",59.52611,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","KWT","Kuwait","2018","2018",60.0143,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","SVK","Slovakia","2013","2013",18.52912,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","SVK","Slovakia","2014","2014",20.22654,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","SVK","Slovakia","2015","2015",21.78001,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","SVK","Slovakia","2016","2016",23.12382,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","SVK","Slovakia","2017","2017",24.54908,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","FRA","France","2013","2013",98.1027,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","FRA","France","2014","2014",97.80997,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","FRA","France","2015","2015",97.77001,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","FRA","France","2016","2016",97.8886,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","FRA","France","2017","2017",97.77366,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","BIH","Bosnia and Herzegovina","2016","2016",73.0579,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","HND","Honduras","2014","2014",32.44019,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","HND","Honduras","2015","2015",32.47708,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","HND","Honduras","2016","2016",33.69506,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","HND","Honduras","2018","2018",31.18119,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","BMU","Bermuda","2016","2016",54.74085,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","AND","Andorra","2014","2014",96.14573,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","AND","Andorra","2015","2015",96.0746,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","AND","Andorra","2016","2016",96.11997,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","NLD","Netherlands","2013","2013",0.81946,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","NLD","Netherlands","2014","2014",0.83988,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","NLD","Netherlands","2015","2015",0.84953,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","NLD","Netherlands","2016","2016",0.87345,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","NLD","Netherlands","2018","2018",0.90224,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","MEX","Mexico","2013","2013",13.5118,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","MEX","Mexico","2014","2014",13.37528,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","MEX","Mexico","2015","2015",15.39146,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","MEX","Mexico","2016","2016",14.00814,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","MEX","Mexico","2017","2017",14.49476,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","MEX","Mexico","2018","2018",15.34176,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","KWT","Kuwait","2013","2013",7.26407,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","KWT","Kuwait","2015","2015",7.67326,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","KWT","Kuwait","2017","2017",8.36429,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","KWT","Kuwait","2018","2018",8.7884,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","KOR","Republic of Korea","2015","2015",0.77187,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","PER","Peru","2013","2013",61.89613,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","PER","Peru","2014","2014",61.57847,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","PER","Peru","2015","2015",62.29688,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","PER","Peru","2018","2018",64.11273,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","TUN","Tunisia","2016","2016",15.53762,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","MDA","Republic of Moldova","2013","2013",0.52577,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","MDA","Republic of Moldova","2014","2014",0.59983,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","MDA","Republic of Moldova","2015","2015",0.79319,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","MDA","Republic of Moldova","2018","2018",0.89486,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","POL","Poland","2013","2013",99.34671,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","POL","Poland","2014","2014",99.40078,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","POL","Poland","2016","2016",99.53369,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","THA","Thailand","2013","2013",41.41638,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","THA","Thailand","2016","2016",45.07048,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","MYS","Malaysia","2016","2016",58.60864,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","IDN","Indonesia","2014","2014",0.78483,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","IDN","Indonesia","2015","2015",0.79103,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","IDN","Indonesia","2016","2016",0.78881,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","IDN","Indonesia","2018","2018",0.80974,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","ISR","Israel","2013","2013",48.39574,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","ISR","Israel","2014","2014",49.97951,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","ISR","Israel","2015","2015",49.95751,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","CAN","Canada","2016","2016",1.01028,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","CHL","Chile","2013","2013",17.93871,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","CHL","Chile","2015","2015",19.33456,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","CHL","Chile","2017","2017",21.91807,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","CHE","Switzerland","2014","2014",97.61359,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","CHE","Switzerland","2015","2015",97.46321,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","CHE","Switzerland","2016","2016",97.3592,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","CHE","Switzerland","2018","2018",97.52103,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","PRY","Paraguay","2013","2013",36.02876,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","PRY","Paraguay","2014","2014",36.5642,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","PRY","Paraguay","2015","2015",38.79034,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","PRY","Paraguay","2016","2016",36.63817,,
"EA_3T8_AG25T99","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)","PRY","Paraguay","2018","2018",39.38157,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","SAU","Saudi Arabia","2013","2013",0.74742,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","SAU","Saudi Arabia","2017","2017",3.01468,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","USA","United States of America","2013","2013",2.20736,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","USA","United States of America","2014","2014",2.31552,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","USA","United States of America","2015","2015",2.0664,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","USA","United States of America","2016","2016",2.2558,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","USA","United States of America","2018","2018",2.45291,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","KOR","Republic of Korea","2015","2015",98.29522,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","TUN","Tunisia","2016","2016",44.59071,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","LTU","Lithuania","2013","2013",1.23715,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","LTU","Lithuania","2014","2014",1.22658,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","LTU","Lithuania","2015","2015",1.2172,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","LTU","Lithuania","2016","2016",1.19596,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","LTU","Lithuania","2017","2017",1.17182,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","BGD","Bangladesh","2013","2013",16.98807,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","BGD","Bangladesh","2014","2014",18.90775,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","BGD","Bangladesh","2015","2015",23.72273,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","BGD","Bangladesh","2016","2016",23.88592,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","BGD","Bangladesh","2017","2017",24.9762,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","BGD","Bangladesh","2018","2018",25.99206,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","TUR","Turkey","2013","2013",52.67532,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","TUR","Turkey","2014","2014",54.96776,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","TUR","Turkey","2015","2015",56.3549,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","TUR","Turkey","2016","2016",58.86444,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","TUR","Turkey","2017","2017",60.89332,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","ITA","Italy","2014","2014",47.57205,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","ITA","Italy","2015","2015",48.22383,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","CYP","Cyprus","2013","2013",24.88777,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","CYP","Cyprus","2014","2014",25.96552,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","CYP","Cyprus","2015","2015",25.54672,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","CYP","Cyprus","2016","2016",26.61514,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","BGD","Bangladesh","2013","2013",8.17134,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","BGD","Bangladesh","2014","2014",8.30986,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","BGD","Bangladesh","2015","2015",11.63353,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","BGD","Bangladesh","2016","2016",11.98903,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","BGD","Bangladesh","2017","2017",12.51644,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","BGD","Bangladesh","2018","2018",12.97842,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","NLD","Netherlands","2013","2013",8.35892,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","NLD","Netherlands","2014","2014",8.95573,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","NLD","Netherlands","2015","2015",9.33087,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","NLD","Netherlands","2016","2016",9.67688,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","NLD","Netherlands","2018","2018",10.60431,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","KWT","Kuwait","2013","2013",1.15949,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","KWT","Kuwait","2015","2015",1.07401,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","KWT","Kuwait","2017","2017",1.09642,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","KWT","Kuwait","2018","2018",1.11374,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","CRI","Costa Rica","2014","2014",82.0141,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","CRI","Costa Rica","2015","2015",81.3329,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","CRI","Costa Rica","2016","2016",81.24023,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","PHL","Philippines","2013","2013",60.11276,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","MYS","Malaysia","2016","2016",91.87719,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","ZAF","South Africa","2014","2014",83.08496,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","ZAF","South Africa","2015","2015",84.03951,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","SLV","El Salvador","2013","2013",0.8702,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","SLV","El Salvador","2016","2016",0.87892,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","SLV","El Salvador","2017","2017",0.87284,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",99.79727,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",99.79521,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",99.70497,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","FJI","Fiji","2017","2017",1.10656,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","QAT","Qatar","2013","2013",1.0191,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","QAT","Qatar","2014","2014",1.0243,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","QAT","Qatar","2016","2016",1.02261,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","QAT","Qatar","2017","2017",1.03204,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","ARE","United Arab Emirates","2017","2017",81.09943,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","ARE","United Arab Emirates","2018","2018",84.51494,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","RWA","Rwanda","2014","2014",2.29277,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","RWA","Rwanda","2018","2018",4.13283,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","BOL","Bolivia (Plurinational State of)","2015","2015",65.5873,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","FIN","Finland","2013","2013",72.32684,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","FIN","Finland","2014","2014",72.99303,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","FIN","Finland","2015","2015",73.27316,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","FIN","Finland","2017","2017",74.61111,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","MEX","Mexico","2013","2013",1.28283,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","MEX","Mexico","2014","2014",1.24434,,
